Training: 2022-04-10 23:13:31,380-rank_id: 0
Training: 2022-04-10 23:13:45,393-: margin_list              [1.0, 0.5, 0.0]
Training: 2022-04-10 23:13:45,393-: network                  r100
Training: 2022-04-10 23:13:45,393-: resume                   False
Training: 2022-04-10 23:13:45,393-: output                   work_dirs/ms1mv3_r100
Training: 2022-04-10 23:13:45,393-: embedding_size           512
Training: 2022-04-10 23:13:45,393-: sample_rate              1.0
Training: 2022-04-10 23:13:45,393-: interclass_filtering_threshold0
Training: 2022-04-10 23:13:45,393-: fp16                     True
Training: 2022-04-10 23:13:45,393-: batch_size               128
Training: 2022-04-10 23:13:45,393-: optimizer                sgd
Training: 2022-04-10 23:13:45,394-: lr                       0.1
Training: 2022-04-10 23:13:45,394-: momentum                 0.9
Training: 2022-04-10 23:13:45,394-: weight_decay             0.0005
Training: 2022-04-10 23:13:45,394-: verbose                  2000
Training: 2022-04-10 23:13:45,394-: frequent                 10
Training: 2022-04-10 23:13:45,394-: dali                     False
Training: 2022-04-10 23:13:45,394-: rec                      /train_tmp/ms1m-retinaface-t1
Training: 2022-04-10 23:13:45,394-: num_classes              93431
Training: 2022-04-10 23:13:45,394-: num_image                5179510
Training: 2022-04-10 23:13:45,394-: num_epoch                20
Training: 2022-04-10 23:13:45,394-: warmup_epoch             0
Training: 2022-04-10 23:13:45,394-: val_targets              ['lfw', 'cfp_fp', 'agedb_30']
Training: 2022-04-10 23:13:45,394-: total_batch_size         1024
Training: 2022-04-10 23:13:45,394-: warmup_step              0
Training: 2022-04-10 23:13:45,394-: total_step               101160
Training: 2022-04-10 23:14:52,660-Reducer buckets have been rebuilt in this iteration.
Training: 2022-04-10 23:14:58,211-Speed 3389.74 samples/sec   Loss 47.3273   LearningRate 0.1000   Epoch: 0   Global Step: 20   Fp16 Grad Scale: 16384   Required: 21 hours
Training: 2022-04-10 23:15:01,211-Speed 3415.40 samples/sec   Loss 48.1647   LearningRate 0.0999   Epoch: 0   Global Step: 30   Fp16 Grad Scale: 16384   Required: 17 hours
Training: 2022-04-10 23:15:04,203-Speed 3423.93 samples/sec   Loss 48.8566   LearningRate 0.0999   Epoch: 0   Global Step: 40   Fp16 Grad Scale: 16384   Required: 15 hours
Training: 2022-04-10 23:15:07,154-Speed 3470.90 samples/sec   Loss 48.2520   LearningRate 0.0999   Epoch: 0   Global Step: 50   Fp16 Grad Scale: 16384   Required: 14 hours
Training: 2022-04-10 23:15:10,093-Speed 3486.58 samples/sec   Loss 48.0507   LearningRate 0.0999   Epoch: 0   Global Step: 60   Fp16 Grad Scale: 16384   Required: 13 hours
Training: 2022-04-10 23:15:13,110-Speed 3394.80 samples/sec   Loss 47.8045   LearningRate 0.0999   Epoch: 0   Global Step: 70   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2022-04-10 23:15:16,120-Speed 3402.99 samples/sec   Loss 47.9883   LearningRate 0.0998   Epoch: 0   Global Step: 80   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2022-04-10 23:15:19,057-Speed 3488.52 samples/sec   Loss 47.7421   LearningRate 0.0998   Epoch: 0   Global Step: 90   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2022-04-10 23:15:21,999-Speed 3481.71 samples/sec   Loss 47.3690   LearningRate 0.0998   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2022-04-10 23:15:24,975-Speed 3443.00 samples/sec   Loss 47.0640   LearningRate 0.0998   Epoch: 0   Global Step: 110   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-10 23:15:27,908-Speed 3492.52 samples/sec   Loss 46.9104   LearningRate 0.0998   Epoch: 0   Global Step: 120   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-10 23:15:30,855-Speed 3475.43 samples/sec   Loss 46.8356   LearningRate 0.0997   Epoch: 0   Global Step: 130   Fp16 Grad Scale: 32768   Required: 10 hours
Training: 2022-04-10 23:15:33,784-Speed 3498.00 samples/sec   Loss 46.7744   LearningRate 0.0997   Epoch: 0   Global Step: 140   Fp16 Grad Scale: 32768   Required: 10 hours
Training: 2022-04-10 23:15:36,734-Speed 3471.41 samples/sec   Loss 46.4647   LearningRate 0.0997   Epoch: 0   Global Step: 150   Fp16 Grad Scale: 32768   Required: 10 hours
Training: 2022-04-10 23:15:39,687-Speed 3469.98 samples/sec   Loss 46.3438   LearningRate 0.0997   Epoch: 0   Global Step: 160   Fp16 Grad Scale: 32768   Required: 10 hours
Training: 2022-04-10 23:15:42,641-Speed 3466.93 samples/sec   Loss 46.1223   LearningRate 0.0997   Epoch: 0   Global Step: 170   Fp16 Grad Scale: 32768   Required: 10 hours
Training: 2022-04-10 23:15:45,583-Speed 3482.05 samples/sec   Loss 45.9521   LearningRate 0.0996   Epoch: 0   Global Step: 180   Fp16 Grad Scale: 32768   Required: 10 hours
