Training: 2021-03-14 21:49:01,065-rank_id: 0
Training: 2021-03-14 21:49:25,242-softmax weight init successfully!
Training: 2021-03-14 21:49:25,242-softmax weight mom init successfully!
Training: 2021-03-14 21:49:25,245-Total Step is: 333821
Training: 2021-03-14 21:50:07,345-Reducer buckets have been rebuilt in this iteration.
Training: 2021-03-14 21:50:35,088-Speed 4105.24 samples/sec   Loss 46.9402   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 256   Required: 30 hours
Training: 2021-03-14 21:50:51,387-Speed 3141.38 samples/sec   Loss 46.0908   Epoch: 0   Global Step: 150   Fp16 Grad Scale: 256   Required: 30 hours
Training: 2021-03-14 21:51:02,912-Speed 4442.96 samples/sec   Loss 45.1257   Epoch: 0   Global Step: 200   Fp16 Grad Scale: 512   Required: 28 hours
Training: 2021-03-14 21:51:14,830-Speed 4295.93 samples/sec   Loss 43.7563   Epoch: 0   Global Step: 250   Fp16 Grad Scale: 512   Required: 27 hours
Training: 2021-03-14 21:51:26,605-Speed 4348.38 samples/sec   Loss 42.6347   Epoch: 0   Global Step: 300   Fp16 Grad Scale: 1024   Required: 26 hours
Training: 2021-03-14 21:51:39,074-Speed 4106.30 samples/sec   Loss 41.1149   Epoch: 0   Global Step: 350   Fp16 Grad Scale: 1024   Required: 25 hours
Training: 2021-03-14 21:51:55,013-Speed 3212.42 samples/sec   Loss 40.3078   Epoch: 0   Global Step: 400   Fp16 Grad Scale: 2048   Required: 26 hours
Training: 2021-03-14 21:52:06,593-Speed 4421.63 samples/sec   Loss 39.5733   Epoch: 0   Global Step: 450   Fp16 Grad Scale: 2048   Required: 25 hours
Training: 2021-03-14 21:52:18,288-Speed 4378.09 samples/sec   Loss 38.9473   Epoch: 0   Global Step: 500   Fp16 Grad Scale: 4096   Required: 25 hours
Training: 2021-03-14 21:52:29,813-Speed 4442.50 samples/sec   Loss 38.5894   Epoch: 0   Global Step: 550   Fp16 Grad Scale: 4096   Required: 25 hours
Training: 2021-03-14 21:52:41,337-Speed 4443.31 samples/sec   Loss 38.2535   Epoch: 0   Global Step: 600   Fp16 Grad Scale: 8192   Required: 24 hours
Training: 2021-03-14 21:52:53,887-Speed 4079.84 samples/sec   Loss 37.9597   Epoch: 0   Global Step: 650   Fp16 Grad Scale: 8192   Required: 24 hours
Training: 2021-03-14 21:53:05,425-Speed 4437.64 samples/sec   Loss 37.7011   Epoch: 0   Global Step: 700   Fp16 Grad Scale: 16384   Required: 24 hours
Training: 2021-03-14 21:53:17,055-Speed 4402.58 samples/sec   Loss 37.3634   Epoch: 0   Global Step: 750   Fp16 Grad Scale: 16384   Required: 24 hours
Training: 2021-03-14 21:53:28,626-Speed 4424.86 samples/sec   Loss 37.0828   Epoch: 0   Global Step: 800   Fp16 Grad Scale: 16384   Required: 24 hours
Training: 2021-03-14 21:53:40,234-Speed 4410.72 samples/sec   Loss 36.8450   Epoch: 0   Global Step: 850   Fp16 Grad Scale: 16384   Required: 24 hours
Training: 2021-03-14 21:53:51,735-Speed 4452.12 samples/sec   Loss 36.5827   Epoch: 0   Global Step: 900   Fp16 Grad Scale: 16384   Required: 24 hours
Training: 2021-03-14 21:54:03,278-Speed 4435.85 samples/sec   Loss 36.3103   Epoch: 0   Global Step: 950   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:54:14,653-Speed 4501.39 samples/sec   Loss 36.0483   Epoch: 0   Global Step: 1000   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:54:26,408-Speed 4355.53 samples/sec   Loss 35.7620   Epoch: 0   Global Step: 1050   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:54:37,917-Speed 4448.95 samples/sec   Loss 35.4236   Epoch: 0   Global Step: 1100   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:54:49,511-Speed 4416.14 samples/sec   Loss 35.1475   Epoch: 0   Global Step: 1150   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:55:01,012-Speed 4452.12 samples/sec   Loss 34.9056   Epoch: 0   Global Step: 1200   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:55:12,764-Speed 4357.08 samples/sec   Loss 34.5845   Epoch: 0   Global Step: 1250   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:55:24,248-Speed 4458.36 samples/sec   Loss 34.3024   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:55:36,116-Speed 4314.40 samples/sec   Loss 33.9949   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:55:47,714-Speed 4414.60 samples/sec   Loss 33.6711   Epoch: 0   Global Step: 1400   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:55:59,377-Speed 4390.22 samples/sec   Loss 33.4009   Epoch: 0   Global Step: 1450   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:56:11,007-Speed 4402.57 samples/sec   Loss 33.0303   Epoch: 0   Global Step: 1500   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:56:24,250-Speed 3866.31 samples/sec   Loss 32.7610   Epoch: 0   Global Step: 1550   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:56:39,212-Speed 3422.07 samples/sec   Loss 32.4523   Epoch: 0   Global Step: 1600   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:56:51,598-Speed 4133.89 samples/sec   Loss 32.0828   Epoch: 0   Global Step: 1650   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:57:03,085-Speed 4457.27 samples/sec   Loss 31.6988   Epoch: 0   Global Step: 1700   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:57:14,768-Speed 4382.65 samples/sec   Loss 31.4211   Epoch: 0   Global Step: 1750   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:57:26,532-Speed 4352.37 samples/sec   Loss 31.0368   Epoch: 0   Global Step: 1800   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:57:38,336-Speed 4337.96 samples/sec   Loss 30.7352   Epoch: 0   Global Step: 1850   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:57:50,105-Speed 4350.44 samples/sec   Loss 30.3967   Epoch: 0   Global Step: 1900   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:58:01,879-Speed 4348.83 samples/sec   Loss 30.0589   Epoch: 0   Global Step: 1950   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:58:13,420-Speed 4436.31 samples/sec   Loss 29.7628   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-14 21:58:47,351-[lfw][2000]XNorm: 23.666658
Training: 2021-03-14 21:58:47,351-[lfw][2000]Accuracy-Flip: 0.95600+-0.00923
Training: 2021-03-14 21:58:47,352-[lfw][2000]Accuracy-Highest: 0.95600
Training: 2021-03-14 21:59:26,146-[cfp_fp][2000]XNorm: 21.440910
Training: 2021-03-14 21:59:26,147-[cfp_fp][2000]Accuracy-Flip: 0.77900+-0.01483
Training: 2021-03-14 21:59:26,147-[cfp_fp][2000]Accuracy-Highest: 0.77900
Training: 2021-03-14 21:59:59,279-[agedb_30][2000]XNorm: 22.786848
Training: 2021-03-14 21:59:59,279-[agedb_30][2000]Accuracy-Flip: 0.77867+-0.02038
Training: 2021-03-14 21:59:59,279-[agedb_30][2000]Accuracy-Highest: 0.77867
Training: 2021-03-14 22:00:11,066-Speed 435.21 samples/sec   Loss 29.4135   Epoch: 0   Global Step: 2050   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:00:23,586-Speed 4089.73 samples/sec   Loss 29.0506   Epoch: 0   Global Step: 2100   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:00:35,230-Speed 4397.33 samples/sec   Loss 28.7308   Epoch: 0   Global Step: 2150   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:00:46,848-Speed 4407.10 samples/sec   Loss 28.4281   Epoch: 0   Global Step: 2200   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:00:58,385-Speed 4438.01 samples/sec   Loss 28.0651   Epoch: 0   Global Step: 2250   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:01:10,207-Speed 4331.03 samples/sec   Loss 27.7229   Epoch: 0   Global Step: 2300   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:01:21,756-Speed 4433.54 samples/sec   Loss 27.3793   Epoch: 0   Global Step: 2350   Fp16 Grad Scale: 16384   Required: 27 hours
Training: 2021-03-14 22:01:33,467-Speed 4371.94 samples/sec   Loss 27.0299   Epoch: 0   Global Step: 2400   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:01:45,048-Speed 4421.53 samples/sec   Loss 26.6991   Epoch: 0   Global Step: 2450   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:01:56,496-Speed 4472.33 samples/sec   Loss 26.4198   Epoch: 0   Global Step: 2500   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:02:08,156-Speed 4391.44 samples/sec   Loss 26.1538   Epoch: 0   Global Step: 2550   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:02:19,954-Speed 4339.97 samples/sec   Loss 25.8938   Epoch: 0   Global Step: 2600   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:02:31,529-Speed 4423.40 samples/sec   Loss 25.4207   Epoch: 0   Global Step: 2650   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:02:43,266-Speed 4362.31 samples/sec   Loss 25.2163   Epoch: 0   Global Step: 2700   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:02:54,814-Speed 4433.90 samples/sec   Loss 24.9470   Epoch: 0   Global Step: 2750   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:03:06,527-Speed 4371.27 samples/sec   Loss 24.6767   Epoch: 0   Global Step: 2800   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:03:18,283-Speed 4355.67 samples/sec   Loss 24.3035   Epoch: 0   Global Step: 2850   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:03:29,781-Speed 4453.06 samples/sec   Loss 24.0643   Epoch: 0   Global Step: 2900   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:03:41,616-Speed 4326.34 samples/sec   Loss 23.6893   Epoch: 0   Global Step: 2950   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2021-03-14 22:03:53,261-Speed 4396.82 samples/sec   Loss 23.3461   Epoch: 0   Global Step: 3000   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:04:05,106-Speed 4322.92 samples/sec   Loss 23.1870   Epoch: 0   Global Step: 3050   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:04:16,695-Speed 4418.08 samples/sec   Loss 22.8596   Epoch: 0   Global Step: 3100   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:04:28,515-Speed 4331.70 samples/sec   Loss 22.6227   Epoch: 0   Global Step: 3150   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:04:40,349-Speed 4326.51 samples/sec   Loss 22.3342   Epoch: 0   Global Step: 3200   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:04:52,621-Speed 4172.61 samples/sec   Loss 22.1885   Epoch: 0   Global Step: 3250   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:05:04,142-Speed 4444.09 samples/sec   Loss 21.8639   Epoch: 0   Global Step: 3300   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:05:17,608-Speed 3802.24 samples/sec   Loss 21.5979   Epoch: 0   Global Step: 3350   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:05:29,158-Speed 4433.31 samples/sec   Loss 21.3788   Epoch: 0   Global Step: 3400   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:05:40,698-Speed 4436.84 samples/sec   Loss 21.0219   Epoch: 0   Global Step: 3450   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:05:54,344-Speed 3752.06 samples/sec   Loss 20.8582   Epoch: 0   Global Step: 3500   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:06:07,689-Speed 3836.87 samples/sec   Loss 20.6734   Epoch: 0   Global Step: 3550   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:06:19,373-Speed 4381.99 samples/sec   Loss 20.3973   Epoch: 0   Global Step: 3600   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:06:31,216-Speed 4323.48 samples/sec   Loss 20.2522   Epoch: 0   Global Step: 3650   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:06:42,841-Speed 4404.80 samples/sec   Loss 19.9988   Epoch: 0   Global Step: 3700   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:06:54,418-Speed 4422.75 samples/sec   Loss 19.8128   Epoch: 0   Global Step: 3750   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:07:05,849-Speed 4479.23 samples/sec   Loss 19.7238   Epoch: 0   Global Step: 3800   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:07:18,482-Speed 4052.85 samples/sec   Loss 19.5215   Epoch: 0   Global Step: 3850   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:07:30,101-Speed 4406.81 samples/sec   Loss 19.2661   Epoch: 0   Global Step: 3900   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:07:41,827-Speed 4366.51 samples/sec   Loss 18.9888   Epoch: 0   Global Step: 3950   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:07:53,342-Speed 4446.57 samples/sec   Loss 18.8155   Epoch: 0   Global Step: 4000   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2021-03-14 22:08:23,476-[lfw][4000]XNorm: 23.491670
Training: 2021-03-14 22:08:23,477-[lfw][4000]Accuracy-Flip: 0.98400+-0.00512
Training: 2021-03-14 22:08:23,477-[lfw][4000]Accuracy-Highest: 0.98400
Training: 2021-03-14 22:08:58,606-[cfp_fp][4000]XNorm: 20.943978
Training: 2021-03-14 22:08:58,606-[cfp_fp][4000]Accuracy-Flip: 0.86743+-0.01338
Training: 2021-03-14 22:08:58,606-[cfp_fp][4000]Accuracy-Highest: 0.86743
Training: 2021-03-14 22:09:28,818-[agedb_30][4000]XNorm: 22.980985
