Training: 2022-04-11 10:17:26,645-rank_id: 0
Training: 2022-04-11 10:17:39,953-: margin_list              [1.0, 0.5, 0.0]
Training: 2022-04-11 10:17:39,954-: network                  r50
Training: 2022-04-11 10:17:39,954-: resume                   False
Training: 2022-04-11 10:17:39,954-: output                   work_dirs/ms1mv3_r50
Training: 2022-04-11 10:17:39,954-: embedding_size           512
Training: 2022-04-11 10:17:39,954-: sample_rate              1.0
Training: 2022-04-11 10:17:39,954-: interclass_filtering_threshold0
Training: 2022-04-11 10:17:39,954-: fp16                     True
Training: 2022-04-11 10:17:39,954-: batch_size               128
Training: 2022-04-11 10:17:39,954-: optimizer                sgd
Training: 2022-04-11 10:17:39,954-: lr                       0.1
Training: 2022-04-11 10:17:39,954-: momentum                 0.9
Training: 2022-04-11 10:17:39,955-: weight_decay             0.0005
Training: 2022-04-11 10:17:39,955-: verbose                  2000
Training: 2022-04-11 10:17:39,955-: frequent                 10
Training: 2022-04-11 10:17:39,955-: dali                     False
Training: 2022-04-11 10:17:39,955-: rec                      /train_tmp/ms1m-retinaface-t1
Training: 2022-04-11 10:17:39,955-: num_classes              93431
Training: 2022-04-11 10:17:39,955-: num_image                5179510
Training: 2022-04-11 10:17:39,955-: num_epoch                20
Training: 2022-04-11 10:17:39,955-: warmup_epoch             0
Training: 2022-04-11 10:17:39,955-: val_targets              ['lfw', 'cfp_fp', 'agedb_30']
Training: 2022-04-11 10:17:39,955-: total_batch_size         1024
Training: 2022-04-11 10:17:39,955-: warmup_step              0
Training: 2022-04-11 10:17:39,955-: total_step               101160
Training: 2022-04-11 10:18:47,693-Reducer buckets have been rebuilt in this iteration.
Training: 2022-04-11 10:18:51,063-Speed 5516.93 samples/sec   Loss 46.4909   LearningRate 0.1000   Epoch: 0   Global Step: 20   Fp16 Grad Scale: 16384   Required: 18 hours
Training: 2022-04-11 10:18:52,897-Speed 5584.33 samples/sec   Loss 47.7616   LearningRate 0.0999   Epoch: 0   Global Step: 30   Fp16 Grad Scale: 16384   Required: 14 hours
Training: 2022-04-11 10:18:54,750-Speed 5529.89 samples/sec   Loss 48.9438   LearningRate 0.0999   Epoch: 0   Global Step: 40   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2022-04-11 10:18:56,555-Speed 5677.36 samples/sec   Loss 47.4847   LearningRate 0.0999   Epoch: 0   Global Step: 50   Fp16 Grad Scale: 16384   Required: 10 hours
Training: 2022-04-11 10:18:58,388-Speed 5589.57 samples/sec   Loss 47.7831   LearningRate 0.0999   Epoch: 0   Global Step: 60   Fp16 Grad Scale: 16384   Required: 10 hours
Training: 2022-04-11 10:19:00,209-Speed 5626.29 samples/sec   Loss 47.4355   LearningRate 0.0999   Epoch: 0   Global Step: 70   Fp16 Grad Scale: 16384   Required: 9 hours
Training: 2022-04-11 10:19:02,042-Speed 5587.78 samples/sec   Loss 47.4098   LearningRate 0.0998   Epoch: 0   Global Step: 80   Fp16 Grad Scale: 16384   Required: 8 hours
Training: 2022-04-11 10:19:03,851-Speed 5666.01 samples/sec   Loss 46.9978   LearningRate 0.0998   Epoch: 0   Global Step: 90   Fp16 Grad Scale: 16384   Required: 8 hours
Training: 2022-04-11 10:19:05,670-Speed 5632.45 samples/sec   Loss 46.8949   LearningRate 0.0998   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 16384   Required: 8 hours
Training: 2022-04-11 10:19:07,493-Speed 5618.04 samples/sec   Loss 46.5454   LearningRate 0.0998   Epoch: 0   Global Step: 110   Fp16 Grad Scale: 32768   Required: 8 hours
Training: 2022-04-11 10:19:09,309-Speed 5643.97 samples/sec   Loss 46.6333   LearningRate 0.0998   Epoch: 0   Global Step: 120   Fp16 Grad Scale: 32768   Required: 7 hours
Training: 2022-04-11 10:19:11,127-Speed 5636.34 samples/sec   Loss 46.4097   LearningRate 0.0997   Epoch: 0   Global Step: 130   Fp16 Grad Scale: 32768   Required: 7 hours
Training: 2022-04-11 10:19:12,938-Speed 5657.22 samples/sec   Loss 46.2107   LearningRate 0.0997   Epoch: 0   Global Step: 140   Fp16 Grad Scale: 32768   Required: 7 hours
Training: 2022-04-11 10:19:14,760-Speed 5621.95 samples/sec   Loss 46.0634   LearningRate 0.0997   Epoch: 0   Global Step: 150   Fp16 Grad Scale: 32768   Required: 7 hours
Training: 2022-04-11 10:19:16,563-Speed 5680.73 samples/sec   Loss 45.8538   LearningRate 0.0997   Epoch: 0   Global Step: 160   Fp16 Grad Scale: 32768   Required: 7 hours
Training: 2022-04-11 10:19:18,397-Speed 5588.11 samples/sec   Loss 45.6578   LearningRate 0.0997   Epoch: 0   Global Step: 170   Fp16 Grad Scale: 32768   Required: 7 hours
Training: 2022-04-11 10:19:20,208-Speed 5659.81 samples/sec   Loss 45.4912   LearningRate 0.0996   Epoch: 0   Global Step: 180   Fp16 Grad Scale: 32768   Required: 7 hours
