Training: 2022-01-07 20:14:38,618-rank_id: 0
Training: 2022-01-07 20:15:06,564-: loss                     cosface
Training: 2022-01-07 20:15:06,568-: network                  r50
Training: 2022-01-07 20:15:06,568-: resume                   False
Training: 2022-01-07 20:15:06,568-: output                   work_dirs/webface42m_r50_lr01_pfc02
Training: 2022-01-07 20:15:06,568-: embedding_size           512
Training: 2022-01-07 20:15:06,568-: sample_rate              0.2
Training: 2022-01-07 20:15:06,568-: fp16                     True
Training: 2022-01-07 20:15:06,568-: momentum                 0.9
Training: 2022-01-07 20:15:06,568-: weight_decay             0.0005
Training: 2022-01-07 20:15:06,568-: batch_size               512
Training: 2022-01-07 20:15:06,569-: lr                       0.4
Training: 2022-01-07 20:15:06,569-: dali                     True
Training: 2022-01-07 20:15:06,569-: verbose                  5000
Training: 2022-01-07 20:15:06,569-: frequent                 10
Training: 2022-01-07 20:15:06,569-: if_hard_scale            False
Training: 2022-01-07 20:15:06,569-: score                    None
Training: 2022-01-07 20:15:06,569-: rec                      /train_tmp/WebFace42M
Training: 2022-01-07 20:15:06,569-: num_classes              2059906
Training: 2022-01-07 20:15:06,569-: num_image                42474557
Training: 2022-01-07 20:15:06,569-: num_epoch                20
Training: 2022-01-07 20:15:06,569-: warmup_epoch             2
Training: 2022-01-07 20:15:06,569-: val_targets              ['lfw', 'cfp_fp', 'agedb_30']
Training: 2022-01-07 20:15:06,569-: warmup_step              20738
Training: 2022-01-07 20:15:06,569-: total_step               207380
Training: 2022-01-07 20:16:14,076-Reducer buckets have been rebuilt in this iteration.
Training: 2022-01-07 20:16:27,104-Speed 5994.74 samples/sec   Loss 42.5193   LearningRate 0.0004   Epoch: 0   Global Step: 20   Fp16 Grad Scale: 32768   Required: 59 hours
Training: 2022-01-07 20:16:33,951-Speed 5984.21 samples/sec   Loss 42.4755   LearningRate 0.0006   Epoch: 0   Global Step: 30   Fp16 Grad Scale: 32768   Required: 53 hours
Training: 2022-01-07 20:16:40,804-Speed 5979.20 samples/sec   Loss 42.4921   LearningRate 0.0008   Epoch: 0   Global Step: 40   Fp16 Grad Scale: 32768   Required: 50 hours
Training: 2022-01-07 20:16:47,708-Speed 5933.39 samples/sec   Loss 42.4951   LearningRate 0.0010   Epoch: 0   Global Step: 50   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2022-01-07 20:16:54,551-Speed 5989.99 samples/sec   Loss 42.4792   LearningRate 0.0012   Epoch: 0   Global Step: 60   Fp16 Grad Scale: 32768   Required: 46 hours
Training: 2022-01-07 20:17:01,389-Speed 5991.95 samples/sec   Loss 42.4620   LearningRate 0.0014   Epoch: 0   Global Step: 70   Fp16 Grad Scale: 32768   Required: 45 hours
Training: 2022-01-07 20:17:08,285-Speed 5941.03 samples/sec   Loss 42.4866   LearningRate 0.0015   Epoch: 0   Global Step: 80   Fp16 Grad Scale: 32768   Required: 45 hours
Training: 2022-01-07 20:17:15,142-Speed 5978.06 samples/sec   Loss 42.4729   LearningRate 0.0017   Epoch: 0   Global Step: 90   Fp16 Grad Scale: 32768   Required: 44 hours
Training: 2022-01-07 20:17:22,018-Speed 5958.27 samples/sec   Loss 42.4625   LearningRate 0.0019   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 32768   Required: 44 hours
Training: 2022-01-07 20:17:28,860-Speed 5988.37 samples/sec   Loss 42.4581   LearningRate 0.0021   Epoch: 0   Global Step: 110   Fp16 Grad Scale: 65536   Required: 43 hours
