Training: 2022-04-26 12:13:38,490-rank_id: 0
Training: 2022-04-26 12:13:52,650-: margin_list              [1.0, 0.0, 0.4]
Training: 2022-04-26 12:13:52,650-: network                  r50
Training: 2022-04-26 12:13:52,650-: resume                   False
Training: 2022-04-26 12:13:52,650-: output                   work_dirs/wf4m_r50
Training: 2022-04-26 12:13:52,650-: embedding_size           512
Training: 2022-04-26 12:13:52,650-: sample_rate              1.0
Training: 2022-04-26 12:13:52,650-: interclass_filtering_threshold0
Training: 2022-04-26 12:13:52,651-: fp16                     True
Training: 2022-04-26 12:13:52,651-: batch_size               128
Training: 2022-04-26 12:13:52,651-: optimizer                sgd
Training: 2022-04-26 12:13:52,651-: lr                       0.1
Training: 2022-04-26 12:13:52,651-: momentum                 0.9
Training: 2022-04-26 12:13:52,651-: weight_decay             0.0005
Training: 2022-04-26 12:13:52,651-: verbose                  2000
Training: 2022-04-26 12:13:52,651-: frequent                 10
Training: 2022-04-26 12:13:52,651-: dali                     False
Training: 2022-04-26 12:13:52,651-: rec                      /train_tmp/WebFace4M
Training: 2022-04-26 12:13:52,651-: num_classes              205990
Training: 2022-04-26 12:13:52,651-: num_image                4235242
Training: 2022-04-26 12:13:52,651-: num_epoch                20
Training: 2022-04-26 12:13:52,651-: warmup_epoch             0
Training: 2022-04-26 12:13:52,651-: val_targets              ['lfw', 'cfp_fp', 'agedb_30']
Training: 2022-04-26 12:13:52,651-: total_batch_size         1024
Training: 2022-04-26 12:13:52,651-: warmup_step              0
Training: 2022-04-26 12:13:52,651-: total_step               82700
Training: 2022-04-26 12:15:00,888-Reducer buckets have been rebuilt in this iteration.
Training: 2022-04-26 12:15:04,424-Speed 5281.30 samples/sec   Loss 42.2271   LearningRate 0.1000   Epoch: 0   Global Step: 20   Fp16 Grad Scale: 16384   Required: 15 hours
Training: 2022-04-26 12:15:06,338-Speed 5351.45 samples/sec   Loss 43.9951   LearningRate 0.0999   Epoch: 0   Global Step: 30   Fp16 Grad Scale: 16384   Required: 11 hours
Training: 2022-04-26 12:15:08,220-Speed 5444.10 samples/sec   Loss 43.4456   LearningRate 0.0999   Epoch: 0   Global Step: 40   Fp16 Grad Scale: 16384   Required: 10 hours
Training: 2022-04-26 12:15:10,152-Speed 5302.88 samples/sec   Loss 43.6037   LearningRate 0.0999   Epoch: 0   Global Step: 50   Fp16 Grad Scale: 16384   Required: 9 hours
Training: 2022-04-26 12:15:12,074-Speed 5329.41 samples/sec   Loss 43.6028   LearningRate 0.0999   Epoch: 0   Global Step: 60   Fp16 Grad Scale: 16384   Required: 8 hours
Training: 2022-04-26 12:15:13,988-Speed 5354.54 samples/sec   Loss 43.7039   LearningRate 0.0998   Epoch: 0   Global Step: 70   Fp16 Grad Scale: 16384   Required: 7 hours
