Training: 2021-03-16 21:21:18,084-rank_id: 0
Training: 2021-03-16 21:21:27,234-softmax weight init successfully!
Training: 2021-03-16 21:21:27,234-softmax weight mom init successfully!
Training: 2021-03-16 21:21:27,236-Total Step is: 124550
Training: 2021-03-16 21:22:07,760-Reducer buckets have been rebuilt in this iteration.
Training: 2021-03-16 21:22:29,308-Speed 5033.71 samples/sec   Loss 54.3514   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 256   Required: 9 hours
Training: 2021-03-16 21:22:39,905-Speed 4831.76 samples/sec   Loss 52.1281   Epoch: 0   Global Step: 150   Fp16 Grad Scale: 256   Required: 8 hours
Training: 2021-03-16 21:22:50,470-Speed 4846.74 samples/sec   Loss 49.5487   Epoch: 0   Global Step: 200   Fp16 Grad Scale: 512   Required: 8 hours
Training: 2021-03-16 21:23:00,893-Speed 4912.66 samples/sec   Loss 47.5880   Epoch: 0   Global Step: 250   Fp16 Grad Scale: 512   Required: 8 hours
Training: 2021-03-16 21:23:11,367-Speed 4888.52 samples/sec   Loss 46.2347   Epoch: 0   Global Step: 300   Fp16 Grad Scale: 1024   Required: 8 hours
Training: 2021-03-16 21:23:21,803-Speed 4906.33 samples/sec   Loss 45.3044   Epoch: 0   Global Step: 350   Fp16 Grad Scale: 1024   Required: 8 hours
Training: 2021-03-16 21:23:33,450-Speed 4396.29 samples/sec   Loss 44.6127   Epoch: 0   Global Step: 400   Fp16 Grad Scale: 2048   Required: 8 hours
Training: 2021-03-16 21:23:44,965-Speed 4446.83 samples/sec   Loss 44.0824   Epoch: 0   Global Step: 450   Fp16 Grad Scale: 2048   Required: 8 hours
Training: 2021-03-16 21:23:55,352-Speed 4929.59 samples/sec   Loss 43.4881   Epoch: 0   Global Step: 500   Fp16 Grad Scale: 4096   Required: 8 hours
Training: 2021-03-16 21:24:05,787-Speed 4907.15 samples/sec   Loss 42.9178   Epoch: 0   Global Step: 550   Fp16 Grad Scale: 4096   Required: 8 hours
Training: 2021-03-16 21:24:16,435-Speed 4808.55 samples/sec   Loss 42.2825   Epoch: 0   Global Step: 600   Fp16 Grad Scale: 8192   Required: 8 hours
Training: 2021-03-16 21:24:26,653-Speed 5011.02 samples/sec   Loss 41.7142   Epoch: 0   Global Step: 650   Fp16 Grad Scale: 8192   Required: 8 hours
Training: 2021-03-16 21:24:37,047-Speed 4926.12 samples/sec   Loss 41.1308   Epoch: 0   Global Step: 700   Fp16 Grad Scale: 16384   Required: 8 hours
Training: 2021-03-16 21:24:47,529-Speed 4884.93 samples/sec   Loss 40.4047   Epoch: 0   Global Step: 750   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:24:57,972-Speed 4903.40 samples/sec   Loss 39.7187   Epoch: 0   Global Step: 800   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:25:08,645-Speed 4797.33 samples/sec   Loss 39.0050   Epoch: 0   Global Step: 850   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:25:18,858-Speed 5013.44 samples/sec   Loss 38.1732   Epoch: 0   Global Step: 900   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:25:29,638-Speed 4750.14 samples/sec   Loss 37.3293   Epoch: 0   Global Step: 950   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:25:40,027-Speed 4928.39 samples/sec   Loss 36.4597   Epoch: 0   Global Step: 1000   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:25:50,574-Speed 4854.65 samples/sec   Loss 35.5797   Epoch: 0   Global Step: 1050   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:26:01,169-Speed 4833.05 samples/sec   Loss 34.6252   Epoch: 0   Global Step: 1100   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:26:11,315-Speed 5046.22 samples/sec   Loss 33.6853   Epoch: 0   Global Step: 1150   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:26:21,757-Speed 4903.57 samples/sec   Loss 32.7605   Epoch: 0   Global Step: 1200   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:26:32,178-Speed 4913.46 samples/sec   Loss 31.6489   Epoch: 0   Global Step: 1250   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:26:42,864-Speed 4791.48 samples/sec   Loss 30.8193   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:26:53,172-Speed 4967.29 samples/sec   Loss 29.9436   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:27:03,638-Speed 4892.16 samples/sec   Loss 29.0964   Epoch: 0   Global Step: 1400   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:27:14,067-Speed 4909.79 samples/sec   Loss 28.1978   Epoch: 0   Global Step: 1450   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:27:25,145-Speed 4622.03 samples/sec   Loss 27.4253   Epoch: 0   Global Step: 1500   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:27:36,519-Speed 4501.77 samples/sec   Loss 26.6739   Epoch: 0   Global Step: 1550   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:27:47,191-Speed 4797.92 samples/sec   Loss 25.9305   Epoch: 0   Global Step: 1600   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:27:57,431-Speed 5000.12 samples/sec   Loss 25.2926   Epoch: 0   Global Step: 1650   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:28:07,896-Speed 4892.89 samples/sec   Loss 24.8205   Epoch: 0   Global Step: 1700   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:28:18,159-Speed 4989.01 samples/sec   Loss 24.3170   Epoch: 0   Global Step: 1750   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:28:28,516-Speed 4944.17 samples/sec   Loss 23.8075   Epoch: 0   Global Step: 1800   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:28:38,921-Speed 4921.11 samples/sec   Loss 23.2387   Epoch: 0   Global Step: 1850   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:28:49,369-Speed 4900.64 samples/sec   Loss 22.9779   Epoch: 0   Global Step: 1900   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:29:00,024-Speed 4805.48 samples/sec   Loss 22.5293   Epoch: 0   Global Step: 1950   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:29:10,825-Speed 4740.59 samples/sec   Loss 22.1405   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 16384   Required: 7 hours
Training: 2021-03-16 21:29:35,199-[lfw][2000]XNorm: 22.504702
Training: 2021-03-16 21:29:35,200-[lfw][2000]Accuracy-Flip: 0.98167+-0.00459
Training: 2021-03-16 21:29:35,200-[lfw][2000]Accuracy-Highest: 0.98167
Training: 2021-03-16 21:30:03,542-[cfp_fp][2000]XNorm: 18.649293
Training: 2021-03-16 21:30:03,543-[cfp_fp][2000]Accuracy-Flip: 0.86614+-0.01121
Training: 2021-03-16 21:30:03,543-[cfp_fp][2000]Accuracy-Highest: 0.86614
Training: 2021-03-16 21:30:26,960-[agedb_30][2000]XNorm: 21.834648
Training: 2021-03-16 21:30:26,960-[agedb_30][2000]Accuracy-Flip: 0.88050+-0.02369
