Training: 2022-04-27 01:27:05,279-rank_id: 0
Training: 2022-04-27 01:27:19,616-: margin_list              [1.0, 0.5, 0.0]
Training: 2022-04-27 01:27:19,617-: network                  r100
Training: 2022-04-27 01:27:19,617-: resume                   False
Training: 2022-04-27 01:27:19,617-: output                   work_dirs/ms1mv2_r100
Training: 2022-04-27 01:27:19,617-: embedding_size           512
Training: 2022-04-27 01:27:19,617-: sample_rate              1.0
Training: 2022-04-27 01:27:19,617-: interclass_filtering_threshold0
Training: 2022-04-27 01:27:19,617-: fp16                     True
Training: 2022-04-27 01:27:19,617-: batch_size               128
Training: 2022-04-27 01:27:19,617-: optimizer                sgd
Training: 2022-04-27 01:27:19,617-: lr                       0.1
Training: 2022-04-27 01:27:19,617-: momentum                 0.9
Training: 2022-04-27 01:27:19,617-: weight_decay             0.0005
Training: 2022-04-27 01:27:19,617-: verbose                  2000
Training: 2022-04-27 01:27:19,617-: frequent                 10
Training: 2022-04-27 01:27:19,617-: dali                     False
Training: 2022-04-27 01:27:19,617-: rec                      /train_tmp/faces_emore
Training: 2022-04-27 01:27:19,617-: num_classes              85742
Training: 2022-04-27 01:27:19,617-: num_image                5822653
Training: 2022-04-27 01:27:19,617-: num_epoch                20
Training: 2022-04-27 01:27:19,617-: warmup_epoch             0
Training: 2022-04-27 01:27:19,617-: val_targets              ['lfw', 'cfp_fp', 'agedb_30']
Training: 2022-04-27 01:27:19,617-: total_batch_size         1024
Training: 2022-04-27 01:27:19,617-: warmup_step              0
Training: 2022-04-27 01:27:19,618-: total_step               113720
Training: 2022-04-27 01:28:26,950-Reducer buckets have been rebuilt in this iteration.
Training: 2022-04-27 01:28:32,357-Speed 3431.74 samples/sec   Loss 46.7125   LearningRate 0.1000   Epoch: 0   Global Step: 20   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2022-04-27 01:28:35,354-Speed 3417.36 samples/sec   Loss 47.6395   LearningRate 0.0999   Epoch: 0   Global Step: 30   Fp16 Grad Scale: 16384   Required: 20 hours
Training: 2022-04-27 01:28:38,318-Speed 3455.95 samples/sec   Loss 48.0146   LearningRate 0.0999   Epoch: 0   Global Step: 40   Fp16 Grad Scale: 16384   Required: 17 hours
Training: 2022-04-27 01:28:41,264-Speed 3477.52 samples/sec   Loss 47.0877   LearningRate 0.0999   Epoch: 0   Global Step: 50   Fp16 Grad Scale: 16384   Required: 16 hours
Training: 2022-04-27 01:28:44,197-Speed 3492.18 samples/sec   Loss 47.1361   LearningRate 0.0999   Epoch: 0   Global Step: 60   Fp16 Grad Scale: 16384   Required: 15 hours
Training: 2022-04-27 01:28:47,124-Speed 3499.40 samples/sec   Loss 46.9640   LearningRate 0.0999   Epoch: 0   Global Step: 70   Fp16 Grad Scale: 16384   Required: 14 hours
Training: 2022-04-27 01:28:50,053-Speed 3496.64 samples/sec   Loss 46.7923   LearningRate 0.0999   Epoch: 0   Global Step: 80   Fp16 Grad Scale: 16384   Required: 13 hours
Training: 2022-04-27 01:28:52,997-Speed 3479.21 samples/sec   Loss 46.2833   LearningRate 0.0998   Epoch: 0   Global Step: 90   Fp16 Grad Scale: 16384   Required: 13 hours
Training: 2022-04-27 01:28:55,948-Speed 3471.46 samples/sec   Loss 46.2290   LearningRate 0.0998   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 16384   Required: 12 hours
Training: 2022-04-27 01:28:58,922-Speed 3443.20 samples/sec   Loss 46.1605   LearningRate 0.0998   Epoch: 0   Global Step: 110   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2022-04-27 01:29:01,855-Speed 3492.63 samples/sec   Loss 46.0213   LearningRate 0.0998   Epoch: 0   Global Step: 120   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2022-04-27 01:29:04,785-Speed 3495.88 samples/sec   Loss 45.8512   LearningRate 0.0998   Epoch: 0   Global Step: 130   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2022-04-27 01:29:07,720-Speed 3489.64 samples/sec   Loss 45.6772   LearningRate 0.0998   Epoch: 0   Global Step: 140   Fp16 Grad Scale: 32768   Required: 12 hours
Training: 2022-04-27 01:29:10,649-Speed 3497.20 samples/sec   Loss 45.6512   LearningRate 0.0997   Epoch: 0   Global Step: 150   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-27 01:29:13,580-Speed 3495.18 samples/sec   Loss 45.4421   LearningRate 0.0997   Epoch: 0   Global Step: 160   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-27 01:29:16,572-Speed 3423.07 samples/sec   Loss 45.2200   LearningRate 0.0997   Epoch: 0   Global Step: 170   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-27 01:29:19,509-Speed 3486.41 samples/sec   Loss 45.1176   LearningRate 0.0997   Epoch: 0   Global Step: 180   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-27 01:29:22,444-Speed 3491.13 samples/sec   Loss 44.8073   LearningRate 0.0997   Epoch: 0   Global Step: 190   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-27 01:29:25,376-Speed 3492.51 samples/sec   Loss 44.6877   LearningRate 0.0996   Epoch: 0   Global Step: 200   Fp16 Grad Scale: 32768   Required: 11 hours
Training: 2022-04-27 01:29:28,312-Speed 3489.39 samples/sec   Loss 44.5415   LearningRate 0.0996   Epoch: 0   Global Step: 210   Fp16 Grad Scale: 65536   Required: 11 hours
Training: 2022-04-27 01:29:31,249-Speed 3487.09 samples/sec   Loss 44.2927   LearningRate 0.0996   Epoch: 0   Global Step: 220   Fp16 Grad Scale: 65536   Required: 11 hours
Training: 2022-04-27 01:29:34,198-Speed 3473.13 samples/sec   Loss 44.1602   LearningRate 0.0996   Epoch: 0   Global Step: 230   Fp16 Grad Scale: 65536   Required: 11 hours
Training: 2022-04-27 01:29:37,136-Speed 3486.71 samples/sec   Loss 43.8958   LearningRate 0.0996   Epoch: 0   Global Step: 240   Fp16 Grad Scale: 65536   Required: 11 hours
Training: 2022-04-27 01:29:40,074-Speed 3485.60 samples/sec   Loss 43.6988   LearningRate 0.0996   Epoch: 0   Global Step: 250   Fp16 Grad Scale: 65536   Required: 11 hours
Training: 2022-04-27 01:29:43,017-Speed 3481.43 samples/sec   Loss 43.5673   LearningRate 0.0995   Epoch: 0   Global Step: 260   Fp16 Grad Scale: 65536   Required: 11 hours
Training: 2022-04-27 01:29:45,953-Speed 3488.13 samples/sec   Loss 43.3693   LearningRate 0.0995   Epoch: 0   Global Step: 270   Fp16 Grad Scale: 65536   Required: 10 hours
Training: 2022-04-27 01:29:48,891-Speed 3486.56 samples/sec   Loss 43.1162   LearningRate 0.0995   Epoch: 0   Global Step: 280   Fp16 Grad Scale: 65536   Required: 10 hours
Training: 2022-04-27 01:29:51,833-Speed 3481.73 samples/sec   Loss 43.0610   LearningRate 0.0995   Epoch: 0   Global Step: 290   Fp16 Grad Scale: 65536   Required: 10 hours
Training: 2022-04-27 01:29:54,773-Speed 3483.34 samples/sec   Loss 42.8345   LearningRate 0.0995   Epoch: 0   Global Step: 300   Fp16 Grad Scale: 65536   Required: 10 hours
Training: 2022-04-27 01:29:57,715-Speed 3481.58 samples/sec   Loss 42.6498   LearningRate 0.0995   Epoch: 0   Global Step: 310   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:00,652-Speed 3487.12 samples/sec   Loss 42.4366   LearningRate 0.0994   Epoch: 0   Global Step: 320   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:03,591-Speed 3486.01 samples/sec   Loss 42.2423   LearningRate 0.0994   Epoch: 0   Global Step: 330   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:06,531-Speed 3484.20 samples/sec   Loss 42.0894   LearningRate 0.0994   Epoch: 0   Global Step: 340   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:09,471-Speed 3483.31 samples/sec   Loss 41.8885   LearningRate 0.0994   Epoch: 0   Global Step: 350   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:12,411-Speed 3483.68 samples/sec   Loss 41.6302   LearningRate 0.0994   Epoch: 0   Global Step: 360   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:15,349-Speed 3486.52 samples/sec   Loss 41.4453   LearningRate 0.0994   Epoch: 0   Global Step: 370   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:18,287-Speed 3485.85 samples/sec   Loss 41.3575   LearningRate 0.0993   Epoch: 0   Global Step: 380   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:21,230-Speed 3480.56 samples/sec   Loss 41.1698   LearningRate 0.0993   Epoch: 0   Global Step: 390   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:24,168-Speed 3485.93 samples/sec   Loss 40.8791   LearningRate 0.0993   Epoch: 0   Global Step: 400   Fp16 Grad Scale: 131072   Required: 10 hours
Training: 2022-04-27 01:30:27,116-Speed 3474.65 samples/sec   Loss 40.7846   LearningRate 0.0993   Epoch: 0   Global Step: 410   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:30,054-Speed 3485.78 samples/sec   Loss 40.7333   LearningRate 0.0993   Epoch: 0   Global Step: 420   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:32,994-Speed 3483.35 samples/sec   Loss 40.3832   LearningRate 0.0992   Epoch: 0   Global Step: 430   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:35,950-Speed 3465.09 samples/sec   Loss 40.3120   LearningRate 0.0992   Epoch: 0   Global Step: 440   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:38,891-Speed 3483.13 samples/sec   Loss 40.0522   LearningRate 0.0992   Epoch: 0   Global Step: 450   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:41,842-Speed 3471.29 samples/sec   Loss 39.9291   LearningRate 0.0992   Epoch: 0   Global Step: 460   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:44,789-Speed 3475.58 samples/sec   Loss 39.7384   LearningRate 0.0992   Epoch: 0   Global Step: 470   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:47,731-Speed 3480.52 samples/sec   Loss 39.5834   LearningRate 0.0992   Epoch: 0   Global Step: 480   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:50,678-Speed 3475.95 samples/sec   Loss 39.4160   LearningRate 0.0991   Epoch: 0   Global Step: 490   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:53,623-Speed 3477.88 samples/sec   Loss 39.1798   LearningRate 0.0991   Epoch: 0   Global Step: 500   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:56,553-Speed 3495.39 samples/sec   Loss 39.1398   LearningRate 0.0991   Epoch: 0   Global Step: 510   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:30:59,499-Speed 3476.75 samples/sec   Loss 38.9353   LearningRate 0.0991   Epoch: 0   Global Step: 520   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:02,450-Speed 3471.72 samples/sec   Loss 38.6784   LearningRate 0.0991   Epoch: 0   Global Step: 530   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:05,395-Speed 3477.04 samples/sec   Loss 38.4823   LearningRate 0.0991   Epoch: 0   Global Step: 540   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:08,342-Speed 3476.32 samples/sec   Loss 38.3644   LearningRate 0.0990   Epoch: 0   Global Step: 550   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:11,285-Speed 3479.24 samples/sec   Loss 38.1609   LearningRate 0.0990   Epoch: 0   Global Step: 560   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:14,227-Speed 3481.57 samples/sec   Loss 37.9103   LearningRate 0.0990   Epoch: 0   Global Step: 570   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:17,174-Speed 3475.47 samples/sec   Loss 37.8805   LearningRate 0.0990   Epoch: 0   Global Step: 580   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:20,117-Speed 3480.55 samples/sec   Loss 37.6852   LearningRate 0.0990   Epoch: 0   Global Step: 590   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:23,061-Speed 3478.56 samples/sec   Loss 37.5015   LearningRate 0.0989   Epoch: 0   Global Step: 600   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:25,997-Speed 3489.60 samples/sec   Loss 37.2822   LearningRate 0.0989   Epoch: 0   Global Step: 610   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:28,950-Speed 3468.74 samples/sec   Loss 37.0927   LearningRate 0.0989   Epoch: 0   Global Step: 620   Fp16 Grad Scale: 262144   Required: 10 hours
Training: 2022-04-27 01:31:31,894-Speed 3478.98 samples/sec   Loss 36.7745   LearningRate 0.0989   Epoch: 0   Global Step: 630   Fp16 Grad Scale: 262144   Required: 10 hours
