Training: 2021-03-05 10:52:41,794-rank_id: 0
Training: 2021-03-05 10:52:49,847-No pretrain found, backbone init successfully!
Training: 2021-03-05 10:52:51,810-softmax weight init successfully!
Training: 2021-03-05 10:52:51,812-softmax weight mom init successfully!
Training: 2021-03-05 10:52:51,817-Total Step is: 249100
Training: 2021-03-05 10:53:28,883-Reducer buckets have been rebuilt in this iteration.
Training: 2021-03-05 10:54:02,994-Speed 1458.98 samples/sec   Loss 46.8948   Epoch: 0   Global Step: 100   Required: 25 hours
Training: 2021-03-05 10:54:19,335-Speed 1566.65 samples/sec   Loss 46.2785   Epoch: 0   Global Step: 150   Required: 24 hours
Training: 2021-03-05 10:54:35,842-Speed 1550.92 samples/sec   Loss 45.9756   Epoch: 0   Global Step: 200   Required: 24 hours
Training: 2021-03-05 10:54:52,274-Speed 1557.96 samples/sec   Loss 45.6474   Epoch: 0   Global Step: 250   Required: 24 hours
Training: 2021-03-05 10:55:08,830-Speed 1546.33 samples/sec   Loss 45.1944   Epoch: 0   Global Step: 300   Required: 23 hours
Training: 2021-03-05 10:55:25,028-Speed 1580.53 samples/sec   Loss 44.8025   Epoch: 0   Global Step: 350   Required: 23 hours
Training: 2021-03-05 10:55:41,496-Speed 1554.57 samples/sec   Loss 44.3968   Epoch: 0   Global Step: 400   Required: 23 hours
Training: 2021-03-05 10:55:57,875-Speed 1563.04 samples/sec   Loss 43.9710   Epoch: 0   Global Step: 450   Required: 23 hours
Training: 2021-03-05 10:56:14,898-Speed 1503.83 samples/sec   Loss 43.4870   Epoch: 0   Global Step: 500   Required: 23 hours
Training: 2021-03-05 10:56:32,508-Speed 1453.75 samples/sec   Loss 43.1716   Epoch: 0   Global Step: 550   Required: 23 hours
Training: 2021-03-05 10:56:48,713-Speed 1579.90 samples/sec   Loss 42.6979   Epoch: 0   Global Step: 600   Required: 23 hours
Training: 2021-03-05 10:57:05,071-Speed 1565.03 samples/sec   Loss 42.3118   Epoch: 0   Global Step: 650   Required: 23 hours
Training: 2021-03-05 10:57:21,642-Speed 1544.89 samples/sec   Loss 41.8666   Epoch: 0   Global Step: 700   Required: 23 hours
