Training: 2021-03-12 00:22:54,978-rank_id: 0
Training: 2021-03-12 00:23:04,287-softmax weight init successfully!
Training: 2021-03-12 00:23:04,288-softmax weight mom init successfully!
Training: 2021-03-12 00:23:04,290-Total Step is: 249100
Training: 2021-03-12 00:23:43,347-Reducer buckets have been rebuilt in this iteration.
Training: 2021-03-12 00:24:04,588-Speed 2446.98 samples/sec   Loss 48.4325   Epoch: 0   Global Step: 100   Required: 16 hours
Training: 2021-03-12 00:24:14,018-Speed 2715.24 samples/sec   Loss 47.9655   Epoch: 0   Global Step: 150   Required: 15 hours
Training: 2021-03-12 00:24:23,363-Speed 2739.83 samples/sec   Loss 47.1255   Epoch: 0   Global Step: 200   Required: 14 hours
Training: 2021-03-12 00:24:32,776-Speed 2720.11 samples/sec   Loss 46.3762   Epoch: 0   Global Step: 250   Required: 14 hours
Training: 2021-03-12 00:24:43,367-Speed 2417.30 samples/sec   Loss 45.7579   Epoch: 0   Global Step: 300   Required: 14 hours
Training: 2021-03-12 00:24:53,784-Speed 2457.87 samples/sec   Loss 45.1391   Epoch: 0   Global Step: 350   Required: 14 hours
Training: 2021-03-12 00:25:03,065-Speed 2758.66 samples/sec   Loss 44.6001   Epoch: 0   Global Step: 400   Required: 14 hours
Training: 2021-03-12 00:25:12,621-Speed 2679.30 samples/sec   Loss 44.1008   Epoch: 0   Global Step: 450   Required: 14 hours
Training: 2021-03-12 00:25:22,140-Speed 2689.71 samples/sec   Loss 43.5107   Epoch: 0   Global Step: 500   Required: 14 hours
Training: 2021-03-12 00:25:34,238-Speed 2116.12 samples/sec   Loss 43.1956   Epoch: 0   Global Step: 550   Required: 14 hours
Training: 2021-03-12 00:25:46,123-Speed 2154.20 samples/sec   Loss 42.6123   Epoch: 0   Global Step: 600   Required: 14 hours
Training: 2021-03-12 00:25:58,444-Speed 2078.22 samples/sec   Loss 42.2348   Epoch: 0   Global Step: 650   Required: 15 hours
Training: 2021-03-12 00:26:10,681-Speed 2092.31 samples/sec   Loss 41.7504   Epoch: 0   Global Step: 700   Required: 15 hours
Training: 2021-03-12 00:26:23,239-Speed 2038.90 samples/sec   Loss 41.3001   Epoch: 0   Global Step: 750   Required: 15 hours
Training: 2021-03-12 00:26:35,179-Speed 2144.10 samples/sec   Loss 40.8217   Epoch: 0   Global Step: 800   Required: 15 hours
Training: 2021-03-12 00:26:47,399-Speed 2095.38 samples/sec   Loss 40.4997   Epoch: 0   Global Step: 850   Required: 15 hours
Training: 2021-03-12 00:26:59,799-Speed 2064.65 samples/sec   Loss 39.9725   Epoch: 0   Global Step: 900   Required: 15 hours
Training: 2021-03-12 00:27:11,856-Speed 2123.95 samples/sec   Loss 39.6630   Epoch: 0   Global Step: 950   Required: 15 hours
Training: 2021-03-12 00:27:25,413-Speed 1888.44 samples/sec   Loss 39.1504   Epoch: 0   Global Step: 1000   Required: 15 hours
Training: 2021-03-12 00:27:38,055-Speed 2025.26 samples/sec   Loss 38.8261   Epoch: 0   Global Step: 1050   Required: 16 hours
Training: 2021-03-12 00:27:49,663-Speed 2205.54 samples/sec   Loss 38.3200   Epoch: 0   Global Step: 1100   Required: 16 hours
Training: 2021-03-12 00:28:01,800-Speed 2109.30 samples/sec   Loss 37.8499   Epoch: 0   Global Step: 1150   Required: 16 hours
Training: 2021-03-12 00:28:13,679-Speed 2155.81 samples/sec   Loss 37.4068   Epoch: 0   Global Step: 1200   Required: 16 hours
Training: 2021-03-12 00:28:25,576-Speed 2151.96 samples/sec   Loss 37.0659   Epoch: 0   Global Step: 1250   Required: 16 hours
Training: 2021-03-12 00:28:37,473-Speed 2151.87 samples/sec   Loss 36.6589   Epoch: 0   Global Step: 1300   Required: 16 hours
Training: 2021-03-12 00:28:49,681-Speed 2097.24 samples/sec   Loss 36.0971   Epoch: 0   Global Step: 1350   Required: 16 hours
Training: 2021-03-12 00:29:01,586-Speed 2150.88 samples/sec   Loss 35.8672   Epoch: 0   Global Step: 1400   Required: 16 hours
Training: 2021-03-12 00:29:14,028-Speed 2057.72 samples/sec   Loss 35.3397   Epoch: 0   Global Step: 1450   Required: 16 hours
Training: 2021-03-12 00:29:26,511-Speed 2051.24 samples/sec   Loss 34.8430   Epoch: 0   Global Step: 1500   Required: 16 hours
Training: 2021-03-12 00:29:38,369-Speed 2159.36 samples/sec   Loss 34.4821   Epoch: 0   Global Step: 1550   Required: 16 hours
Training: 2021-03-12 00:29:50,431-Speed 2122.63 samples/sec   Loss 34.0960   Epoch: 0   Global Step: 1600   Required: 16 hours
Training: 2021-03-12 00:30:02,353-Speed 2147.45 samples/sec   Loss 33.7577   Epoch: 0   Global Step: 1650   Required: 16 hours
Training: 2021-03-12 00:30:14,265-Speed 2149.39 samples/sec   Loss 33.2732   Epoch: 0   Global Step: 1700   Required: 16 hours
Training: 2021-03-12 00:30:25,954-Speed 2190.26 samples/sec   Loss 32.8356   Epoch: 0   Global Step: 1750   Required: 16 hours
Training: 2021-03-12 00:30:38,205-Speed 2089.78 samples/sec   Loss 32.4547   Epoch: 0   Global Step: 1800   Required: 16 hours
Training: 2021-03-12 00:30:50,406-Speed 2098.31 samples/sec   Loss 32.0273   Epoch: 0   Global Step: 1850   Required: 16 hours
Training: 2021-03-12 00:31:02,716-Speed 2079.88 samples/sec   Loss 31.6969   Epoch: 0   Global Step: 1900   Required: 16 hours
Training: 2021-03-12 00:31:15,134-Speed 2061.70 samples/sec   Loss 31.2702   Epoch: 0   Global Step: 1950   Required: 16 hours
