Training: 2021-03-17 15:16:57,543-rank_id: 0
Training: 2021-03-17 15:17:21,595-softmax weight init successfully!
Training: 2021-03-17 15:17:21,595-softmax weight mom init successfully!
Training: 2021-03-17 15:17:21,597-Total Step is: 333821
Training: 2021-03-17 15:18:04,342-Reducer buckets have been rebuilt in this iteration.
Training: 2021-03-17 15:18:30,549-Speed 4379.39 samples/sec   Loss 47.1340   Epoch: 0   Global Step: 100   Fp16 Grad Scale: 256   Required: 28 hours
Training: 2021-03-17 15:18:46,867-Speed 3137.81 samples/sec   Loss 45.3713   Epoch: 0   Global Step: 150   Fp16 Grad Scale: 256   Required: 29 hours
Training: 2021-03-17 15:18:57,842-Speed 4665.57 samples/sec   Loss 44.2397   Epoch: 0   Global Step: 200   Fp16 Grad Scale: 512   Required: 27 hours
Training: 2021-03-17 15:19:09,009-Speed 4585.04 samples/sec   Loss 42.8912   Epoch: 0   Global Step: 250   Fp16 Grad Scale: 512   Required: 26 hours
Training: 2021-03-17 15:19:20,213-Speed 4570.41 samples/sec   Loss 41.4452   Epoch: 0   Global Step: 300   Fp16 Grad Scale: 1024   Required: 25 hours
Training: 2021-03-17 15:19:30,903-Speed 4789.60 samples/sec   Loss 40.5895   Epoch: 0   Global Step: 350   Fp16 Grad Scale: 1024   Required: 24 hours
Training: 2021-03-17 15:19:42,620-Speed 4369.80 samples/sec   Loss 39.7134   Epoch: 0   Global Step: 400   Fp16 Grad Scale: 2048   Required: 24 hours
Training: 2021-03-17 15:19:57,680-Speed 3399.88 samples/sec   Loss 39.2283   Epoch: 0   Global Step: 450   Fp16 Grad Scale: 2048   Required: 24 hours
Training: 2021-03-17 15:20:09,343-Speed 4390.16 samples/sec   Loss 38.8731   Epoch: 0   Global Step: 500   Fp16 Grad Scale: 4096   Required: 24 hours
Training: 2021-03-17 15:20:20,121-Speed 4750.92 samples/sec   Loss 38.4467   Epoch: 0   Global Step: 550   Fp16 Grad Scale: 4096   Required: 24 hours
Training: 2021-03-17 15:20:31,142-Speed 4645.77 samples/sec   Loss 38.0929   Epoch: 0   Global Step: 600   Fp16 Grad Scale: 8192   Required: 23 hours
Training: 2021-03-17 15:20:42,976-Speed 4326.64 samples/sec   Loss 37.7707   Epoch: 0   Global Step: 650   Fp16 Grad Scale: 8192   Required: 23 hours
Training: 2021-03-17 15:20:54,025-Speed 4634.15 samples/sec   Loss 37.4871   Epoch: 0   Global Step: 700   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-17 15:21:04,833-Speed 4737.94 samples/sec   Loss 37.1898   Epoch: 0   Global Step: 750   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-17 15:21:15,988-Speed 4590.09 samples/sec   Loss 36.8894   Epoch: 0   Global Step: 800   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-17 15:21:26,816-Speed 4729.03 samples/sec   Loss 36.6130   Epoch: 0   Global Step: 850   Fp16 Grad Scale: 16384   Required: 23 hours
Training: 2021-03-17 15:21:37,199-Speed 4931.09 samples/sec   Loss 36.3715   Epoch: 0   Global Step: 900   Fp16 Grad Scale: 16384   Required: 22 hours
Training: 2021-03-17 15:21:48,078-Speed 4706.89 samples/sec   Loss 36.0795   Epoch: 0   Global Step: 950   Fp16 Grad Scale: 16384   Required: 22 hours
Training: 2021-03-17 15:21:58,764-Speed 4791.55 samples/sec   Loss 35.7719   Epoch: 0   Global Step: 1000   Fp16 Grad Scale: 16384   Required: 22 hours
Training: 2021-03-17 15:22:09,790-Speed 4643.78 samples/sec   Loss 35.5271   Epoch: 0   Global Step: 1050   Fp16 Grad Scale: 16384   Required: 22 hours
