Training: 2021-03-08 20:59:48,135-rank_id: 0
Training: 2021-03-08 20:59:56,916-softmax weight init successfully!
Training: 2021-03-08 20:59:56,917-softmax weight mom init successfully!
Training: 2021-03-08 20:59:56,918-Total Step is: 249100
Training: 2021-03-08 21:00:35,379-Reducer buckets have been rebuilt in this iteration.
Training: 2021-03-08 21:00:46,873-Speed 4544.74 samples/sec   Loss 50.8443   Epoch: 0   Global Step: 100   Required: 9 hours
Training: 2021-03-08 21:00:53,536-Speed 3842.92 samples/sec   Loss 50.4765   Epoch: 0   Global Step: 150   Required: 9 hours
Training: 2021-03-08 21:00:59,082-Speed 4616.03 samples/sec   Loss 49.4558   Epoch: 0   Global Step: 200   Required: 9 hours
Training: 2021-03-08 21:01:04,616-Speed 4627.15 samples/sec   Loss 48.4519   Epoch: 0   Global Step: 250   Required: 9 hours
Training: 2021-03-08 21:01:10,172-Speed 4608.43 samples/sec   Loss 47.3217   Epoch: 0   Global Step: 300   Required: 8 hours
Training: 2021-03-08 21:01:15,727-Speed 4608.55 samples/sec   Loss 46.4174   Epoch: 0   Global Step: 350   Required: 8 hours
Training: 2021-03-08 21:01:21,254-Speed 4631.93 samples/sec   Loss 45.6421   Epoch: 0   Global Step: 400   Required: 8 hours
Training: 2021-03-08 21:01:27,041-Speed 4423.78 samples/sec   Loss 44.9243   Epoch: 0   Global Step: 450   Required: 8 hours
Training: 2021-03-08 21:01:32,564-Speed 4636.47 samples/sec   Loss 44.2544   Epoch: 0   Global Step: 500   Required: 8 hours
Training: 2021-03-08 21:01:38,091-Speed 4631.60 samples/sec   Loss 43.7792   Epoch: 0   Global Step: 550   Required: 8 hours
Training: 2021-03-08 21:01:43,589-Speed 4657.18 samples/sec   Loss 43.2319   Epoch: 0   Global Step: 600   Required: 8 hours
Training: 2021-03-08 21:01:49,161-Speed 4595.06 samples/sec   Loss 42.7963   Epoch: 0   Global Step: 650   Required: 8 hours
Training: 2021-03-08 21:01:54,661-Speed 4654.86 samples/sec   Loss 42.3000   Epoch: 0   Global Step: 700   Required: 8 hours
Training: 2021-03-08 21:02:00,257-Speed 4575.44 samples/sec   Loss 41.9065   Epoch: 0   Global Step: 750   Required: 8 hours
Training: 2021-03-08 21:02:05,805-Speed 4614.72 samples/sec   Loss 41.4048   Epoch: 0   Global Step: 800   Required: 8 hours
Training: 2021-03-08 21:02:11,329-Speed 4634.72 samples/sec   Loss 41.0591   Epoch: 0   Global Step: 850   Required: 8 hours
Training: 2021-03-08 21:02:16,912-Speed 4585.90 samples/sec   Loss 40.5566   Epoch: 0   Global Step: 900   Required: 8 hours
Training: 2021-03-08 21:02:22,461-Speed 4613.38 samples/sec   Loss 40.2932   Epoch: 0   Global Step: 950   Required: 8 hours
Training: 2021-03-08 21:02:28,345-Speed 4351.67 samples/sec   Loss 39.8028   Epoch: 0   Global Step: 1000   Required: 8 hours
Training: 2021-03-08 21:02:34,485-Speed 4170.08 samples/sec   Loss 39.4483   Epoch: 0   Global Step: 1050   Required: 8 hours
Training: 2021-03-08 21:02:40,983-Speed 3940.08 samples/sec   Loss 38.9728   Epoch: 0   Global Step: 1100   Required: 8 hours
Training: 2021-03-08 21:02:46,550-Speed 4598.87 samples/sec   Loss 38.5264   Epoch: 0   Global Step: 1150   Required: 8 hours
Training: 2021-03-08 21:02:52,147-Speed 4574.60 samples/sec   Loss 38.0921   Epoch: 0   Global Step: 1200   Required: 8 hours
Training: 2021-03-08 21:02:57,648-Speed 4654.12 samples/sec   Loss 37.6967   Epoch: 0   Global Step: 1250   Required: 8 hours
Training: 2021-03-08 21:03:03,239-Speed 4578.81 samples/sec   Loss 37.3116   Epoch: 0   Global Step: 1300   Required: 8 hours
Training: 2021-03-08 21:03:08,787-Speed 4615.29 samples/sec   Loss 36.8029   Epoch: 0   Global Step: 1350   Required: 8 hours
Training: 2021-03-08 21:03:14,374-Speed 4582.13 samples/sec   Loss 36.5477   Epoch: 0   Global Step: 1400   Required: 8 hours
Training: 2021-03-08 21:03:19,871-Speed 4658.03 samples/sec   Loss 36.0367   Epoch: 0   Global Step: 1450   Required: 8 hours
Training: 2021-03-08 21:03:25,426-Speed 4608.10 samples/sec   Loss 35.5483   Epoch: 0   Global Step: 1500   Required: 8 hours
Training: 2021-03-08 21:03:30,938-Speed 4644.95 samples/sec   Loss 35.2127   Epoch: 0   Global Step: 1550   Required: 8 hours
