Training: 2022-04-10 23:13:34,727-rank_id: 0
Training: 2022-04-10 23:13:47,955-: margin_list              [1.0, 0.5, 0.0]
Training: 2022-04-10 23:13:47,956-: network                  mbf
Training: 2022-04-10 23:13:47,956-: resume                   False
Training: 2022-04-10 23:13:47,956-: output                   work_dirs/ms1mv3_mbf
Training: 2022-04-10 23:13:47,956-: embedding_size           512
Training: 2022-04-10 23:13:47,956-: sample_rate              1.0
Training: 2022-04-10 23:13:47,956-: interclass_filtering_threshold0
Training: 2022-04-10 23:13:47,956-: fp16                     True
Training: 2022-04-10 23:13:47,956-: batch_size               128
Training: 2022-04-10 23:13:47,956-: optimizer                sgd
Training: 2022-04-10 23:13:47,956-: lr                       0.1
Training: 2022-04-10 23:13:47,956-: momentum                 0.9
Training: 2022-04-10 23:13:47,956-: weight_decay             0.0001
Training: 2022-04-10 23:13:47,956-: verbose                  2000
Training: 2022-04-10 23:13:47,956-: frequent                 10
Training: 2022-04-10 23:13:47,956-: dali                     False
Training: 2022-04-10 23:13:47,957-: rec                      /train_tmp/ms1m-retinaface-t1
Training: 2022-04-10 23:13:47,957-: num_classes              93431
Training: 2022-04-10 23:13:47,957-: num_image                5179510
Training: 2022-04-10 23:13:47,957-: num_epoch                40
Training: 2022-04-10 23:13:47,957-: warmup_epoch             0
Training: 2022-04-10 23:13:47,957-: val_targets              ['lfw', 'cfp_fp', 'agedb_30']
Training: 2022-04-10 23:13:47,957-: total_batch_size         1024
Training: 2022-04-10 23:13:47,957-: warmup_step              0
Training: 2022-04-10 23:13:47,957-: total_step               202320
Training: 2022-04-10 23:14:59,967-Reducer buckets have been rebuilt in this iteration.
Training: 2022-04-10 23:15:01,747-Speed 10488.17 samples/sec   Loss 46.1264   LearningRate 0.1000   Epoch: 0   Global Step: 20   Fp16 Grad Scale: 4096   Required: 40 hours
Training: 2022-04-10 23:15:02,779-Speed 9929.62 samples/sec   Loss 46.3272   LearningRate 0.1000   Epoch: 0   Global Step: 30   Fp16 Grad Scale: 4096   Required: 29 hours
Training: 2022-04-10 23:15:03,773-Speed 10309.45 samples/sec   Loss 46.7615   LearningRate 0.1000   Epoch: 0   Global Step: 40   Fp16 Grad Scale: 4096   Required: 23 hours
Training: 2022-04-10 23:15:04,754-Speed 10448.87 samples/sec   Loss 46.6888   LearningRate 0.1000   Epoch: 0   Global Step: 50   Fp16 Grad Scale: 4096   Required: 20 hours
Training: 2022-04-10 23:15:05,720-Speed 10607.62 samples/sec   Loss 47.2198   LearningRate 0.0999   Epoch: 0   Global Step: 60   Fp16 Grad Scale: 4096   Required: 18 hours
